,Theta,Phi,Accuracy
328,0.2,0.0,73.135
329,0.2,0.025,72.5125
330,0.2,0.05,71.92
331,0.2,0.07500000000000001,69.76
332,0.2,0.1,67.6925
333,0.2,0.125,60.1425
334,0.2,0.15000000000000002,60.7775
335,0.2,0.17500000000000002,55.6775
336,0.2,0.2,52.33
337,0.2,0.225,47.4625
338,0.2,0.25,46.985
339,0.2,0.275,42.2075
340,0.2,0.30000000000000004,41.385
341,0.2,0.325,36.265
342,0.2,0.35000000000000003,34.605
343,0.2,0.375,33.3
344,0.2,0.4,32.5925
345,0.2,0.42500000000000004,28.46
346,0.2,0.45,25.865
347,0.2,0.47500000000000003,29.62
348,0.2,0.5,24.615
349,0.2,0.525,27.38
350,0.2,0.55,22.4725
351,0.2,0.5750000000000001,21.6775
352,0.2,0.6000000000000001,21.1175
353,0.2,0.625,19.375
354,0.2,0.65,21.1125
355,0.2,0.675,19.2025
356,0.2,0.7000000000000001,17.475
357,0.2,0.7250000000000001,18.44
358,0.2,0.75,17.23
359,0.2,0.775,16.01
360,0.2,0.8,14.0775
361,0.2,0.8250000000000001,15.3275
362,0.2,0.8500000000000001,17.04
363,0.2,0.875,14.1625
364,0.2,0.9,15.5975
365,0.2,0.925,15.225
366,0.2,0.9500000000000001,15.38
367,0.2,0.9750000000000001,13.885
368,0.2,1.0,14.93
369,0.225,0.0,71.83
370,0.225,0.025,67.6525
371,0.225,0.05,65.67
372,0.225,0.07500000000000001,64.9025
373,0.225,0.1,60.2125
374,0.225,0.125,57.365
375,0.225,0.15000000000000002,54.055
376,0.225,0.17500000000000002,50.9325
377,0.225,0.2,47.9875
378,0.225,0.225,46.385
379,0.225,0.25,41.4925
380,0.225,0.275,40.37
381,0.225,0.30000000000000004,34.57
382,0.225,0.325,33.2175
383,0.225,0.35000000000000003,32.2475
384,0.225,0.375,31.2375
385,0.225,0.4,33.155
386,0.225,0.42500000000000004,27.01
387,0.225,0.45,28.335
388,0.225,0.47500000000000003,28.4725
389,0.225,0.5,24.9125
390,0.225,0.525,23.045
391,0.225,0.55,20.845
392,0.225,0.5750000000000001,21.5
393,0.225,0.6000000000000001,20.0575
394,0.225,0.625,21.3525
395,0.225,0.65,17.6075
396,0.225,0.675,18.3
397,0.225,0.7000000000000001,19.3675
398,0.225,0.7250000000000001,18.525
399,0.225,0.75,16.05
